artist_name,track_name,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,Hit
Randy Edelman,One Too Many Martinis,0.909,0.23,148773,0.292,0.71,0.0911,-10.106,0.035,69.192,0.0897,0
Randy Houser,Runnin' Outta Moonlight,0.0354,0.526,193773,0.801,3.17E-06,0.0637,-3.717,0.0393,172.024,0.769,1
Randy Newman,Marie - Remastered,0.875,0.222,189267,0.144,0.0487,0.105,-18.117,0.0331,78.687,0.163,0
Randy Newman,Ray Laid Low,0.913,0.158,201880,0.143,0.0719,0.151,-17.068,0.0389,74.631,0.0371,0
Randy Newman,Summer House,0.994,0.697,74307,0.162,0.848,0.181,-15.917,0.0666,117.483,0.481,0
Rascal Flatts,Life Is A Highway - Remastered Version,0.00288,0.582,276267,0.951,0,0.2,-3.824,0.0675,103.131,0.672,1
Rascal Flatts,What Hurts The Most,0.00842,0.527,214107,0.671,0,0.268,-5.032,0.0283,136.03,0.331,1
Rascal Flatts,These Days - Remastered Version,0.338,0.59,254520,0.772,0,0.215,-4.081,0.0354,81.982,0.368,0
Ratatat,Loud Pipes,0.109,0.718,226533,0.703,0.822,0.208,-7.162,0.0382,87.975,0.858,0
Ray J,One Wish,0.27,0.524,337640,0.635,0,0.341,-7.22,0.302,127.618,0.603,1
Ray J,Sexy Can I,0.164,0.445,182720,0.677,0,0.451,-7.056,0.358,91.863,0.925,1
Rayo & Toby,Movimiento De Caderas,0.129,0.707,185547,0.637,0,0.138,-5.652,0.448,180.172,0.695,0
Rebecca Frezza,B3,0.38,0.639,150093,0.638,0,0.193,-5.753,0.0499,159.799,0.843,0
Rebelution,Free up Your Mind,0.0108,0.854,204882,0.788,4.05E-05,0.128,-4.175,0.114,159.975,0.744,0
Red Hot Chili Peppers,Dani California,0.017,0.553,283000,0.865,1.05E-05,0.267,-4.751,0.0409,96.161,0.735,1
Red Hot Chili Peppers,Otherside,0.00316,0.458,255373,0.795,0.000202,0.0756,-3.265,0.0574,123.229,0.513,1
Red Hot Chili Peppers,Slow Cheetah,0.082,0.39,319933,0.344,0.000141,0.0715,-7.804,0.0376,178.102,0.244,0
Reel Big Fish,Whatever U Celebrate,0.127,0.633,196502,0.847,0,0.145,-2.824,0.0433,158.045,0.938,0
Rend Collective,Desert Soul,0.0567,0.431,405653,0.448,2.03E-06,0.12,-14.04,0.0381,141.932,0.255,0
Renée Fleming,"Rusalka, Op.114 / Act 1: ""O Silver Moon""",0.984,0.193,400395,0.128,0.0247,0.129,-16.542,0.052,87.849,0.0375,0
Rex Orange County,Curfew...,0.409,0.645,104000,0.197,9.50E-06,0.0981,-19.548,0.442,105.063,0.201,0
Rexx Life Raj,Freedom Love (feat. Goapele),0.691,0.777,173735,0.416,0.00037,0.124,-7.999,0.0599,77.497,0.32,0
Rich Boy,Throw Some D's,0.0408,0.698,263920,0.863,0,0.0758,-5.292,0.489,160.894,0.414,1
Rich Homie Quan,"Flex (Ooh, Ooh, Ooh)",0.038,0.728,176675,0.62,0,0.342,-7.533,0.0434,81.998,0.885,1
Rich The Kid,Drippin' (feat. Chris Brown),0.104,0.867,201779,0.711,0,0.0969,-5.44,0.121,90.515,0.544,0
Richard M. Sherman,The Chimpanzoo - Demo,0.979,0.758,66360,0.307,2.93E-05,0.14,-13.803,0.142,123.338,0.855,0
Richard Strauss,"4 Letzte Lieder, TrV 296: No. 2, September (Live)",0.934,0.171,268000,0.0547,0.000349,0.107,-26.867,0.0422,101.957,0.0388,0
Richard Strauss,"Idomeneo, TrV 262, Act III (After W.A. Mozart): Erlösung! [Live]",0.985,0.163,411333,0.2,0.000973,0.303,-18.894,0.0392,79.525,0.053,0
Richard Wagner,"Das Rheingold, WWV 86A, Scene 4: ""Was gleicht, Wotan, wohl deinem Glücke?""",0.947,0.248,129200,0.0488,1.50E-06,0.197,-28.052,0.0446,83.94,0.0654,0
Richard Wagner,"Götterdämmerung, WWV 86D, Prologue: Welch Licht leuchtet dort?",0.956,0.266,874960,0.156,0.0239,0.151,-22.835,0.0416,84.833,0.0391,0
Richard Wagner,"Das Rheingold, WWV 86A, Scene 1: Vorspiel",0.976,0.0617,300587,0.00136,0.97,0.0933,-34.978,0.0675,72.44,0.0245,0
Richard Wagner,"Götterdämmerung, WWV 86D, Prologue (Highlights): Orchesterzwischenspiel ""Tagesgrauen""",0.938,0.159,242147,0.00621,0.898,0.0803,-23.17,0.0456,131.443,0.0429,0
Richard Wagner,"Die Walküre - Erster Tag des Bühnenfestspiels ""Der Ring des Nibelungen"" / Erster Aufzug: Orchestervorspiel",0.82,0.239,222227,0.109,0.9,0.112,-24.954,0.0428,122.671,0.1,0
Richard Wagner,"Wagner: Lohengrin, WWV 75, Act 1 Scene 2: ""Einsam in trüben Tagen"" (Elsa, Männer, König)",0.971,0.215,247467,0.0917,0.00942,0.615,-18.753,0.0447,88.618,0.0387,0
Richard Wagner,"The Ride Of The Valkyries from ""Die Walkure""",0.746,0.209,323440,0.358,0.948,0.378,-14.488,0.0308,88.836,0.139,0
Richard Wagner,"Tannhäuser, WWV 70 - Paris version / Act 1: Overture . . . ""Naht euch dem Strande""",0.904,0.1,1299987,0.233,0.918,0.143,-14.368,0.034,82.745,0.0375,0
Richard Wagner,"Siegfried: Act II - ""Dass der mein Vater nicht ist, wie fühl' ich mich drob so froh!""",0.951,0.147,348800,0.0595,0.0011,0.155,-20.766,0.0464,70.372,0.0382,0
Richard Wagner,"Tristan und Isolde, WWV 90 / Act 1: ""Auf! Auf! Ihr Frauen!"" - Live",0.979,0.182,480000,0.116,5.50E-05,0.18,-20.417,0.0472,75.722,0.035,0
Richard Wagner,Tannhäuser Overture,0.952,0.0796,986373,0.032,0.899,0.0671,-23.847,0.038,73.484,0.0391,0
Richie Spice,Beautiful Life (feat. Kathryn Aria),0.0581,0.629,265167,0.719,0.000695,0.195,-3.6,0.0438,142.006,0.504,0
Rick James,Give It To Me Baby,0.127,0.705,249573,0.746,7.90E-05,0.128,-8.615,0.042,119.566,0.964,0
Rick Ross,The Boss,0.00944,0.399,225653,0.857,0,0.319,-4.086,0.336,85.937,0.632,1
Riders In The Sky,"Lord, You Made The Cowboy Happy",0.703,0.503,200213,0.212,0,0.134,-11.273,0.0351,92.019,0.356,0
Rihanna,Birthday Cake,0.32,0.702,78200,0.826,0.000227,0.355,-6.498,0.0529,80.014,0.329,1
Rihanna,Bitch Better Have My Money,0.0538,0.778,219306,0.741,2.04E-06,0.29,-4.97,0.0484,102.95,0.364,1
Rihanna,Break It Off,0.0166,0.897,213373,0.738,0,0.0573,-5.314,0.228,133.966,0.798,1
Rihanna,Cheers (Drink To That),0.019,0.578,261747,0.908,0,0.289,-3.544,0.0396,79.987,0.718,1
Rihanna,Diamonds - Remix,0.00279,0.621,288413,0.703,0,0.114,-5.314,0.107,92.047,0.485,1
Rihanna,Disturbia,0.0863,0.707,238627,0.813,0,0.168,-4.515,0.0571,124.921,0.722,1
Rihanna,Don't Stop The Music,0.0336,0.835,267080,0.669,6.92E-05,0.0535,-5.582,0.0643,122.668,0.542,1
Rihanna,FourFiveSeconds,0.878,0.576,188238,0.267,0,0.119,-5.668,0.044,205.888,0.326,1
Rihanna,Hate That I Love You,0.323,0.637,218947,0.73,0,0.0981,-5.38,0.0874,93.867,0.732,1
Rihanna,Only Girl (In The World),0.119,0.78,235520,0.714,4.10E-06,0.217,-4.155,0.0382,125.924,0.666,1
Rihanna,Pon de Replay,0.000155,0.779,246960,0.64,0.00077,0.101,-8.415,0.159,99.019,0.498,1
Rihanna,Pour It Up,0.021,0.782,161200,0.495,0,0.104,-8.723,0.0436,134.016,0.365,1
Rihanna,Rude Boy,0.113,0.563,222920,0.75,0,0.0788,-4.496,0.127,173.906,0.812,1
Rihanna,Shut Up And Drive,0.00101,0.735,212280,0.826,0.129,0.197,-4.902,0.0349,132.964,0.74,1
Rihanna,SOS,0.004,0.677,238920,0.671,5.07E-05,0.413,-4.905,0.0361,137.046,0.527,1
Rihanna,Stay - Album Version (Edited),0.945,0.621,240707,0.31,6.12E-05,0.117,-10.164,0.0283,111.893,0.125,1
Rihanna,Take A Bow,0.248,0.697,229413,0.467,0,0.0941,-7.536,0.0715,82.081,0.572,1
Rihanna,Umbrella,0.00864,0.583,275987,0.829,0,0.0426,-4.603,0.134,174.028,0.575,1
Rihanna,Unfaithful,0.839,0.588,226973,0.391,0,0.227,-8.607,0.0334,144.069,0.349,1
Rihanna,We Found Love,0.025,0.734,215227,0.766,0.00138,0.108,-4.485,0.0383,127.986,0.6,1
Rihanna,What's My Name?,0.239,0.694,263173,0.778,0,0.106,-2.987,0.0832,99.985,0.564,1
Rihanna,You Da One,0.503,0.702,200013,0.715,2.44E-05,0.126,-5.377,0.0425,127.05,0.863,1
Rixton,Me And My Broken Heart,0.00682,0.544,193733,0.774,0,0.135,-4.21,0.0339,174.121,0.522,1
RL Grime,Scylla,0.0042,0.619,287143,0.981,0.83,0.214,-3.398,0.064,139.98,0.424,0
Rob Thomas,Her Diamonds,0.0159,0.555,280000,0.924,0,0.075,-4.93,0.0604,87.606,0.865,1
Rob Thomas,Lonely No More,0.033,0.551,226640,0.896,0,0.0899,-3.152,0.109,171.79,0.858,1
Robert Schumann,"Schumann: Piano Concerto in A Minor, Op. 54: II. Intermezzo (Andante grazioso) [Live]",0.992,0.139,299800,0.0302,0.921,0.093,-29.278,0.041,77.115,0.0581,0
Robert Schumann,"Piano Trio No. 2 in F Major, Op. 80: Piano Trio No. 2 in F Major, Op. 80: III. In mäßiger Bewegung",0.979,0.209,327253,0.0215,0.411,0.0704,-30.466,0.043,87.861,0.164,0
Robin Thicke,Blurred Lines,0.00373,0.862,263827,0.608,6.14E-06,0.0856,-4.762,0.0402,120.002,0.836,1
Robin Thicke,Lost Without U,0.226,0.664,254147,0.351,2.38E-06,0.106,-12.136,0.118,113.204,0.816,1
Rodney Atkins,Take A Back Road,0.183,0.581,209427,0.856,0,0.0871,-4,0.0783,169.902,0.918,1
Rodney Carrington,Hooking up with a Fat Girl,0.651,0.667,95613,0.747,0,0.751,-13.301,0.948,102.92,0.136,0
Rodney Carrington,Titties and Beer (feat. Colt Ford),0.00305,0.546,205387,0.7,0,0.207,-7.304,0.0859,167.915,0.869,0
Rodney Carrington,The Night The Bar Closed Down,0.391,0.758,168027,0.571,0,0.0258,-7.477,0.0365,121.24,0.759,0
Rodrigo y Gabriela,Savitri,0.738,0.518,226960,0.917,0.846,0.164,-5.503,0.0455,128.096,0.918,0
ROLE MODEL,six speed,0.887,0.518,207573,0.183,0,0.108,-10.246,0.043,109.011,0.106,0
Rolling Blackouts Coastal Fever,French Press,0.0412,0.397,326807,0.915,0.0641,0.348,-5.573,0.0539,81.044,0.719,0
Ronnie Dunn,Cost Of Livin',0.895,0.662,250480,0.29,0,0.0959,-7.896,0.0349,148.393,0.283,0
Roy Hargrove,Starmaker,0.802,0.457,474013,0.264,0.736,0.092,-13.703,0.0301,112.141,0.14,0
Rozwell Kid,Wendy's Trash Can,0.00105,0.465,217733,0.963,0,0.24,-5.396,0.0571,98.011,0.292,0
Rufus Thomas,Sixty Minute Man,0.218,0.731,438907,0.528,0,0.0829,-9.392,0.157,85.039,0.656,0
Run–D.M.C.,Christmas In Hollis,0.00463,0.819,178613,0.702,0.000207,0.101,-6.129,0.251,95.094,0.573,0
Russell Peters,Chicken Dance/YMCA,0.817,0.579,248680,0.653,0,0.67,-11.963,0.946,96.472,0.364,0
Ryan Beatty,God in Jeans,0.506,0.58,172210,0.772,0,0.236,-6.722,0.0757,74.865,0.302,0
Ryan Sickler,A Man with a Plan...B,0.82,0.539,284396,0.687,0,0.696,-9.335,0.939,86.03,0.43,0
Ryan Trey,Mutual Butterflies,0.59,0.616,183875,0.649,0,0.142,-5.133,0.462,78.131,0.751,0
S Club 7,Never Had A Dream Come True,0.508,0.636,240640,0.531,0,0.0952,-5.593,0.0273,122.918,0.496,1
Sam Hunt,House Party - Acoustic Mixtape,0.439,0.799,187293,0.675,0,0.207,-5.912,0.0446,103.966,0.827,1
Sam Hunt,Leave The Night On,0.0951,0.514,192160,0.951,0,0.349,-3.813,0.0603,171.96,0.838,1
Sam Kinison,Big Menu,0.861,0.543,179160,0.537,3.76E-06,0.951,-16.771,0.912,98.941,0.323,0
Sam Morril,Sam eases in with a sex joke,0.815,0.464,163387,0.877,0,0.92,-12.443,0.937,88.14,0.366,0
Sam Smith,I'm Not The Only One,0.529,0.677,239317,0.485,2.04E-05,0.0766,-5.795,0.0361,82.001,0.493,1
Samantha Fish,Blood in the Water,0.576,0.516,241878,0.483,1.07E-05,0.243,-10.423,0.0392,105.404,0.44,0
Samantha Mumba,Gotta Tell You,0.229,0.729,201067,0.752,0,0.19,-4.478,0.028,110.007,0.792,1
Sampha,What Shouldn't I Be?,0.922,0.348,212585,0.153,0.0627,0.0996,-16.777,0.029,86.02,0.403,0
Santana,Into the Night (feat. Chad Kroeger),0.0137,0.595,222440,0.844,0,0.234,-4.678,0.0331,127.981,0.603,1
Santana,Maria Maria (feat. The Product G&B) - Radio Mix,0.0406,0.777,261973,0.601,0.00201,0.0348,-5.931,0.126,97.911,0.68,1
Santana,Smooth,0.162,0.64,240347,0.885,5.88E-06,0.43,-4.9,0.03,115.951,0.963,1
Santana,The Game of Love (feat. Michelle Branch) - Main / Radio Mix,0.0714,0.59,254467,0.929,0.000153,0.0598,-3.236,0.0478,119.818,0.674,1
Santana,Why Don't You & I - Alt. Version,0.0178,0.454,228053,0.912,0,0.227,-3.569,0.0839,168.06,0.78,1
Santana,Bembele,0.785,0.828,351507,0.904,0.00206,0.0797,-3.601,0.224,125.957,0.647,0
Sara Bareilles,King of Anything,0.461,0.676,207493,0.762,0,0.0574,-4.172,0.0351,119.003,0.81,1
Savage Garden,I Knew I Loved You,0.307,0.556,251253,0.517,0.00115,0.077,-8.769,0.0287,169.938,0.779,1
Saving Abel,Addicted,0.000821,0.512,222827,0.865,0,0.0982,-4.146,0.0338,138.017,0.529,1
Scale The Summit,Witch House,0.000848,0.313,285503,0.932,0.842,0.0895,-5.883,0.144,170.054,0.379,0
Scarface,On My Block,0.165,0.834,214533,0.917,0,0.0533,-3.194,0.205,82.766,0.601,0
ScHoolboy Q,Studio,0.0507,0.709,278067,0.589,0,0.0585,-7.776,0.0433,133.922,0.58,1
Scott Walker,It's Raining Today,0.335,0.205,238933,0.17,0.000362,0.361,-20.692,0.0351,126.962,0.175,0
Sean Kingston,Beautiful Girls,0.15,0.762,225373,0.661,0,0.256,-6.075,0.0687,130.009,0.769,1
Sean Kingston,Fire Burning,0.0192,0.839,239987,0.804,0,0.331,-2.513,0.0329,122.973,0.888,1
Sean Kingston,Take You There,0.0182,0.752,236693,0.921,0,0.256,-4.321,0.0696,115.033,0.634,1
Sean Paul,Baby Boy (feat. Beyoncé ),0.0667,0.658,246707,0.621,2.46E-06,0.142,-5.725,0.231,91.267,0.817,1
Sean Paul,Get Busy,0.615,0.735,211666,0.824,0,0.158,-4.143,0.036,100.202,0.726,1
Sean Paul,Gimme The Light,0.141,0.778,228000,0.761,4.61E-05,0.0441,-5.529,0.0525,107.288,0.923,1
Sean Paul,I'm Still In Love With You (feat. Sasha),0.102,0.765,273360,0.666,0,0.116,-5.384,0.172,87.002,0.756,1
Sean Paul,Like Glue,0.0811,0.757,232507,0.78,0,0.113,-5.038,0.319,97.917,0.59,1
Sean Paul,Temperature,0.106,0.951,218573,0.6,0,0.0712,-4.675,0.0685,125.04,0.822,1
Sean Paul,We Be Burnin' (Recognize It),0.145,0.95,213066,0.803,0,0.0748,-4.195,0.151,117,0.86,1
Secondhand Serenade,Fall for You (Acoustic),0.65,0.433,176947,0.307,0,0.0635,-8.796,0.0327,178.114,0.378,1
Seether,Same Damn Life,0.000325,0.595,199707,0.949,4.24E-05,0.306,-4.327,0.0476,117.97,0.772,0
Selena Gomez,Come & Get It,0.0101,0.546,231987,0.787,0.00021,0.0809,-4.1,0.0517,79.979,0.573,1
Selena Gomez,The Heart Wants What It Wants,0.053,0.616,227360,0.789,0,0.142,-4.874,0.0377,83.066,0.621,1
Selena Gomez & The Scene,Love You Like A Love Song,0.0761,0.858,188453,0.678,0,0.0741,-3.87,0.0469,117.009,0.922,1
Selena Gomez & The Scene,Naturally,0.0211,0.629,202587,0.906,1.17E-06,0.0551,-5.393,0.0583,132.64,0.847,1
Selena Gomez & The Scene,Who Says,0.0843,0.682,195613,0.927,0,0.149,-2.915,0.0479,101.019,0.744,1
Serani,Playing Games,0.00038,0.727,188320,0.72,0,0.0374,-5.789,0.385,185.478,0.792,0
Sergei Rachmaninoff,"14 Songs, Op. 34: Vocalise, Op. 34, No. 14",0.992,0.125,417240,0.055,0.894,0.0755,-26.82,0.0419,79.724,0.102,0
Servando & Florentino,Yo No Me Quería Enamorar,0.408,0.622,281104,0.731,0,0.0532,-8.838,0.0694,171.96,0.756,0
Seven Lions,Calling You Home (ABGTN2018),0.0215,0.353,274750,0.733,3.33E-06,0.415,-7.919,0.0608,149.797,0.334,0
Seven Lions,Ocean (feat. Jonathan Mendelsohn) - Au5 Remix,0.0305,0.524,288095,0.674,8.12E-05,0.166,-7.425,0.0556,109.945,0.153,0
Shaggy,It Wasn't Me,0.0503,0.852,227547,0.604,0,0.327,-4.569,0.0642,94.762,0.667,1
Shakira,Can't Remember to Forget You (feat. Rihanna),0.122,0.694,206867,0.81,0,0.141,-3.556,0.0661,137.968,0.824,1
Shakira,Hips Don't Lie,0.284,0.778,218093,0.824,0,0.405,-5.892,0.0712,100.024,0.756,1
Shakira,La Tortura (feat. Alejandro Sanz),0.0297,0.74,212893,0.783,0.000308,0.123,-5.367,0.0427,100.011,0.812,1
Shakira,She Wolf,0.289,0.865,188867,0.69,0.0138,0.225,-7.448,0.0444,121.983,0.868,1
Shakira,Underneath Your Clothes,0.686,0.616,224067,0.597,0,0.104,-5.328,0.0415,165.508,0.362,1
Shakira,"Whenever, Wherever",0.236,0.793,196160,0.832,1.12E-05,0.202,-4.862,0.0406,107.661,0.872,1
Shakuhachi Sakano,Yoga Music Studio,0.000527,0.17,219445,0.0637,0.85,0.114,-16.345,0.0601,119.515,0.0212,0
Shania Twain,Forever And For Always,0.235,0.456,283000,0.744,0,0.125,-4.723,0.0341,85.944,0.539,1
Shawn Mendes,Stitches,0.0152,0.746,206880,0.754,0,0.0486,-6.681,0.067,149.882,0.764,1
Shenandoah,The Church On Cumberland Road,0.147,0.634,179200,0.797,0,0.1,-10.435,0.0308,150.504,0.933,0
Sheryl Crow,Soak Up The Sun,0.0418,0.715,292307,0.75,0,0.139,-4.898,0.0448,119.992,0.71,1
Sheryl Crow,The First Cut Is The Deepest,0.0483,0.498,227400,0.68,0,0.169,-5.34,0.0332,160.043,0.695,1
Shigeru Umebayashi,Leo's Eyes,0.995,0.259,111333,0.0196,0.868,0.106,-25.716,0.0494,81.975,0.221,0
Shinedown,KILL YOUR CONSCIENCE,0.0139,0.712,232333,0.852,0,0.626,-3.03,0.0555,128.009,0.621,0
Shiny Toy Guns,Major Tom (Coming Home),0.0473,0.645,252427,0.77,0.00345,0.108,-6.871,0.0375,165.033,0.67,0
Shinya Kiyozuka,Calling To The Night - Piano Ver.,0.993,0.407,168373,0.0781,0.921,0.129,-22.445,0.116,69.421,0.0807,0
Shoko Nakagawa,Tsuyogari,0.000287,0.452,246307,0.972,0,0.302,-2.561,0.0554,198.09,0.816,0
Shontelle,Impossible - Main,0.385,0.599,226533,0.624,0,0.125,-3.631,0.0343,90.034,0.539,1
Shop Boyz,Party Like A Rock Star,0.00556,0.617,253000,0.689,0,0.451,-4.988,0.0412,145.053,0.642,1
Sia,Chandelier,0.0197,0.399,216120,0.787,6.07E-05,0.0685,-2.88,0.0499,117.089,0.572,1
Sia,Elastic Heart,0.0117,0.421,257200,0.791,1.48E-05,0.146,-4.998,0.0496,130.075,0.499,1
Sia,"Elastic Heart - From ""The Hunger Games: Catching Fire"" Soundtrack",0.0591,0.416,257987,0.774,0,0.137,-6.194,0.0568,130.122,0.517,1
Sigala,Lullaby - Calvo Remix,0.00232,0.629,188333,0.884,3.77E-05,0.359,-4.984,0.0431,125.961,0.455,0
SILA,BYM.,0.395,0.532,232500,0.389,0.00066,0.0957,-9.494,0.0356,80.032,0.185,0
Silentó,Watch Me (Whip / Nae Nae),0.247,0.821,185143,0.759,0,0.321,-8.541,0.121,140.01,0.962,1
Simply Red,Something Got Me Started - Remastered,0.019,0.698,240706,0.91,7.73E-05,0.11,-6.563,0.0459,112.112,0.715,0
Sisqo,Thong Song,0.132,0.701,253733,0.885,0.000197,0.0657,-6.81,0.0614,121.54,0.741,1
Ska-P,Esquirol,0.00269,0.764,217827,0.984,4.84E-06,0.0806,-2.779,0.0529,112.368,0.611,0
Skillet,Better Than Drugs,0.000284,0.394,237733,0.878,0,0.0583,-3.418,0.0696,176.173,0.592,0
Slightly Stoopid,Bandelero,0.131,0.712,166960,0.705,1.34E-05,0.229,-5.033,0.0581,168.655,0.966,0
Slightly Stoopid,Underneath the Pressure,0.0435,0.615,140893,0.774,0.0663,0.107,-6.245,0.117,86.506,0.849,0
Smash Mouth,Then The Morning Comes,0.024,0.736,182267,0.868,0,0.0735,-4.972,0.0289,118.599,0.961,1
Smooth Jazz New York,Polished Smooth Jazz for Reading Greeat Books,0.459,0.779,106666,0.323,0.86,0.101,-14.863,0.0619,89.928,0.409,0
Snoop Dogg,Drop It Like It's Hot,0.187,0.881,266067,0.622,0,0.103,-4.149,0.215,91.989,0.633,1
Snoop Dogg,Sexual Eruption - Album Version (Explicit) FINAL,0.00742,0.772,240307,0.818,1.31E-06,0.0717,-3.889,0.0871,120.161,0.462,1
Snoop Dogg,That's That Shit,0.0206,0.864,257813,0.607,0,0.0442,-4.891,0.163,82.048,0.747,1
Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)",0.0525,0.715,207333,0.655,0,0.115,-6.425,0.137,95.078,0.531,1
SOB X RBE,Anti Social,0.00194,0.924,161097,0.512,0,0.159,-6.965,0.268,107.981,0.199,0
Sofia Boys Choir,In Thy Kingdom,0.995,0.21,101827,0.0737,0.003,0.0799,-21.874,0.0429,137.628,0.0392,0
Sonny Landreth,Blues Attack - Live,0.255,0.57,320533,0.723,7.97E-06,0.973,-8.058,0.0431,154.972,0.787,0
Sonny Rollins,Blue 7,0.549,0.548,677707,0.344,0.0152,0.11,-13.479,0.0363,133.223,0.441,0
Soulja Boy,Crank That (Soulja Boy),0.511,0.732,221933,0.724,0,0.0491,-2.104,0.101,140.13,0.808,1
Soulja Boy,Kiss Me Thru The Phone,0.0175,0.761,193387,0.724,0,0.116,-3.818,0.111,149.936,0.815,1
Soulja Boy,Turn My Swag On,0.00111,0.468,206333,0.673,0,0.41,-3.045,0.0311,150.093,0.409,1
SPYAIR,Scramble,0.00258,0.342,267520,0.903,4.17E-06,0.109,-2.28,0.136,187.7,0.52,0
Staind,It's Been Awhile,0.00189,0.509,264707,0.774,0.000549,0.143,-4.054,0.0338,116.529,0.0824,1
Staind,For You,0.0603,0.318,206200,0.958,4.68E-06,0.0981,-2.683,0.442,163.089,0.3,0
Starset,Dark On Me,0.0279,0.39,338225,0.582,0.000372,0.136,-6.977,0.0416,79.919,0.0918,0
Steely Dan,Parker's Band,0.541,0.54,165147,0.567,0,0.345,-11.791,0.033,139.109,0.912,0
Stephen Lynch,Too Jesusy,0.795,0.507,199827,0.38,4.76E-06,0.117,-8.614,0.0287,95.995,0.364,0
Steve Holy,Good Morning Beautiful,0.452,0.565,210933,0.5,0,0.137,-8.822,0.031,70.984,0.242,1
Steve Jablonsky,Optimus,0.811,0.153,195640,0.393,0.918,0.115,-17.122,0.0493,150.126,0.0399,0
Steve Miller Band,Winter Time,0.5,0.402,192227,0.389,0.774,0.297,-17.616,0.0448,104.541,0.237,0
Steve Moakler,"Damn, Do I Think About You",0.0205,0.562,262339,0.729,0.000539,0.115,-5.37,0.025,79.963,0.461,0
SteveSongs,I Like...,0.318,0.836,95560,0.561,0,0.162,-7.286,0.0973,114.021,0.821,0
Stevie Ray Vaughan,Travis Walk,0.191,0.498,139240,0.931,0.975,0.33,-13.212,0.0301,106.379,0.972,0
Stevie Ray Vaughan,The House Is Rockin',0.204,0.336,143227,0.909,0.0211,0.333,-11.019,0.039,172.162,0.956,0
Stevie Wonder,Have A Talk With God,0.556,0.514,162400,0.627,0,0.176,-12.799,0.394,78.68,0.71,0
Stick Figure,The World is Waiting,0.1,0.826,228640,0.595,0.0027,0.0392,-5.439,0.0433,149.35,0.711,0
Sticky Fingers,Caress Your Soul,0.00131,0.556,177307,0.872,0,0.0945,-7.46,0.0416,109.9,0.601,0
Still Woozy,Wolfcat,0.759,0.667,174222,0.473,0.000354,0.117,-12.597,0.0502,134.933,0.69,0
Street Dogs,Back to the World,0.0154,0.343,164347,0.979,0,0.115,-3.979,0.153,178.319,0.501,0
Street Dogs,Fatty,0.0553,0.314,197680,0.985,0,0.102,-2.857,0.131,192.189,0.407,0
Streetlight Manifesto,Point / Counterpoint,0.0637,0.772,327920,0.868,0,0.0727,-5.299,0.0621,129.814,0.825,0
Sublime,Doin' Time - Tricked Out Life Sentence Remix,0.000169,0.571,350667,0.861,0.682,0.359,-6.757,0.101,161.846,0.672,0
Sublime,Forman Freestyle - Rarities Version,0.0176,0.591,256560,0.566,0.692,0.118,-8.099,0.0778,82.104,0.331,0
Sublime,Doin' Time - Uptown Dub,0.00175,0.431,227027,0.688,0.596,0.106,-5.594,0.0496,168.721,0.605,0
Sublime,Smoke Two Joints - Live At The Palace/1995,0.0163,0.456,207840,0.854,0.000578,0.811,-5.308,0.183,93.296,0.469,0
Subtronics,Particle Meme Weapon,0.0263,0.788,201931,0.964,0.0345,0.371,-0.243,0.421,72.533,0.24,0
Sufjan Stevens,Impossible Soul,0.782,0.557,1534720,0.54,0.00147,0.125,-13.121,0.127,119.97,0.163,0
Sugar Kane Music,Nicky Nacky Nocky Noo,0.853,0.818,122840,0.212,0,0.265,-10.33,0.0467,160.162,0.774,0
Sugar Ray,When It's Over - Remastered,0.0465,0.677,218333,0.771,0,0.165,-5.852,0.0471,99.91,0.936,1
Sugarland,Stuck Like Glue,0.329,0.702,247587,0.795,0,0.0505,-4.764,0.0568,83.961,0.836,1
Summer Salt,Heart and My Car,0.686,0.748,205680,0.57,0,0.0786,-8.759,0.0307,110.042,0.669,0
Sunshine Anderson,Heard It All Before,0.0611,0.698,295827,0.925,0,0.095,-4.209,0.222,96.953,0.676,1
Supreme Beings of Leisure,Never the Same,0.299,0.562,243067,0.662,9.72E-06,0.0859,-7.846,0.11,173.389,0.492,0
Sure Sure,New Biome,0.245,0.801,180577,0.414,0.00315,0.105,-8.805,0.0559,104.013,0.536,0
Susan Egan,Cock-Eyed Optimist,0.898,0.628,184635,0.34,0.00525,0.0843,-8.068,0.0536,171.87,0.382,0
Susan Egan,Across 9th Avenue,0.925,0.506,163841,0.141,0,0.109,-12.626,0.0502,109.851,0.332,0
Susannah McCorkle,How Little We Know,0.856,0.634,220560,0.211,0,0.0923,-12.461,0.0412,121.877,0.43,0
Swedish House Mafia,Don't You Worry Child - Radio Edit,0.112,0.612,212862,0.84,0,0.116,-3.145,0.0509,129.042,0.438,1
Swingin' Utters,Deranged,3.42E-05,0.225,246426,0.994,0.327,0.0976,-4.531,0.095,122.476,0.113,0
Switchfoot,Meant to Live,0.00415,0.396,199813,0.905,0,0.42,-3.948,0.0467,151.503,0.514,1
Sylvain Chauveau,Le Brasier De Tristesse,0.994,0.371,216747,0.0883,0.88,0.103,-20.105,0.0446,113.327,0.0972,0
Symphony Worship,Kubersyukur Bapa,0.543,0.471,506948,0.603,0.000113,0.275,-7.688,0.0285,75.003,0.351,0
